,group_label,stat_label,motion_label
relative_to_neck_radial_velocity_head_tip_IQR,relative_to_radial_velocity_head_tip,IQR,none
relative_to_neck_angular_velocity_head_tip_abs_IQR,relative_to_angular_velocity_head_tip_abs,IQR,none
speed_head_base_IQR,speed,IQR,none
angular_velocity_head_base_abs_IQR,angular_velocity_abs,IQR,none
relative_to_head_base_radial_velocity_head_tip_IQR,relative_to_radial_velocity_head_tip,IQR,none
relative_to_head_base_angular_velocity_head_tip_abs_IQR,relative_to_angular_velocity_head_tip_abs,IQR,none
speed_hips_IQR,speed,IQR,none
angular_velocity_hips_abs_IQR,angular_velocity_abs,IQR,none
relative_to_hips_radial_velocity_tail_tip_IQR,relative_to_radial_velocity,IQR,none
relative_to_hips_angular_velocity_tail_tip_abs_IQR,relative_to_angular_velocity_abs,IQR,none
speed_tail_base_IQR,speed,IQR,none
angular_velocity_tail_base_abs_IQR,angular_velocity_abs,IQR,none
relative_to_tail_base_radial_velocity_tail_tip_IQR,relative_to_radial_velocity,IQR,none
relative_to_tail_base_angular_velocity_tail_tip_abs_IQR,relative_to_angular_velocity_abs,IQR,none
speed_midbody_IQR,speed,IQR,none
angular_velocity_midbody_abs_IQR,angular_velocity_abs,IQR,none
speed_head_tip_IQR,speed_head_tip,IQR,none
angular_velocity_head_tip_abs_IQR,angular_velocity_head_tip_abs,IQR,none
speed_tail_tip_IQR,speed,IQR,none
angular_velocity_tail_tip_abs_IQR,angular_velocity_abs,IQR,none
length_IQR,length,IQR,none
area_IQR,area,IQR,none
width_head_base_IQR,width,IQR,none
width_midbody_IQR,width,IQR,none
width_tail_base_IQR,width,IQR,none
quirkiness_IQR,quirkiness,IQR,none
major_axis_IQR,major_axis,IQR,none
minor_axis_IQR,minor_axis,IQR,none
eigen_projection_1_abs_IQR,eigen_projection_1_abs,IQR,none
eigen_projection_2_abs_IQR,eigen_projection_2_abs,IQR,none
eigen_projection_3_abs_IQR,eigen_projection_3_abs,IQR,none
eigen_projection_4_abs_IQR,eigen_projection_4_abs,IQR,none
eigen_projection_5_abs_IQR,eigen_projection_5_abs,IQR,none
eigen_projection_6_abs_IQR,eigen_projection_6_abs,IQR,none
eigen_projection_7_abs_IQR,eigen_projection_7_abs,IQR,none
curvature_head_abs_IQR,curvature_abs,IQR,none
curvature_hips_abs_IQR,curvature_abs,IQR,none
curvature_midbody_abs_IQR,curvature_abs,IQR,none
curvature_neck_abs_IQR,curvature_abs,IQR,none
curvature_tail_abs_IQR,curvature_abs,IQR,none
curvature_mean_head_abs_IQR,curvature_abs,IQR,none
curvature_mean_neck_abs_IQR,curvature_abs,IQR,none
curvature_mean_midbody_abs_IQR,curvature_abs,IQR,none
curvature_mean_hips_abs_IQR,curvature_abs,IQR,none
curvature_mean_tail_abs_IQR,curvature_abs,IQR,none
curvature_std_head_abs_IQR,curvature_abs,IQR,none
curvature_std_neck_abs_IQR,curvature_abs,IQR,none
curvature_std_midbody_abs_IQR,curvature_abs,IQR,none
curvature_std_hips_abs_IQR,curvature_abs,IQR,none
curvature_std_tail_abs_IQR,curvature_abs,IQR,none
dist_from_food_edge_IQR,dist_from_food,IQR,none
path_curvature_body_abs_IQR,path_curvature_abs,IQR,none
path_curvature_tail_abs_IQR,path_curvature_abs,IQR,none
path_curvature_midbody_abs_IQR,path_curvature_abs,IQR,none
path_curvature_head_abs_IQR,path_curvature_abs,IQR,none
d_speed_IQR,d_speed,IQR,none
d_angular_velocity_abs_IQR,d_angular_velocity_abs,IQR,none
d_relative_to_body_speed_midbody_abs_IQR,d_relative_to_speed_abs,IQR,none
d_relative_to_body_radial_velocity_head_tip_IQR,d_relative_to_radial_velocity_head_tip,IQR,none
d_relative_to_body_angular_velocity_head_tip_abs_IQR,d_relative_to_angular_velocity_head_tip_abs,IQR,none
d_relative_to_body_radial_velocity_neck_IQR,d_relative_to_radial_velocity,IQR,none
d_relative_to_body_angular_velocity_neck_abs_IQR,d_relative_to_angular_velocity_abs,IQR,none
d_relative_to_body_radial_velocity_hips_IQR,d_relative_to_radial_velocity,IQR,none
d_relative_to_body_angular_velocity_hips_abs_IQR,d_relative_to_angular_velocity_abs,IQR,none
d_relative_to_body_radial_velocity_tail_tip_IQR,d_relative_to_radial_velocity,IQR,none
d_relative_to_body_angular_velocity_tail_tip_abs_IQR,d_relative_to_angular_velocity_abs,IQR,none
d_speed_neck_IQR,d_speed,IQR,none
d_angular_velocity_neck_abs_IQR,d_angular_velocity_abs,IQR,none
d_relative_to_neck_radial_velocity_head_tip_IQR,d_relative_to_radial_velocity_head_tip,IQR,none
d_relative_to_neck_angular_velocity_head_tip_abs_IQR,d_relative_to_angular_velocity_head_tip_abs,IQR,none
d_speed_head_base_IQR,d_speed,IQR,none
d_angular_velocity_head_base_abs_IQR,d_angular_velocity_abs,IQR,none
d_relative_to_head_base_radial_velocity_head_tip_IQR,d_relative_to_radial_velocity_head_tip,IQR,none
d_relative_to_head_base_angular_velocity_head_tip_abs_IQR,d_relative_to_angular_velocity_head_tip_abs,IQR,none
d_speed_hips_IQR,d_speed,IQR,none
d_angular_velocity_hips_abs_IQR,d_angular_velocity_abs,IQR,none
d_relative_to_hips_radial_velocity_tail_tip_IQR,d_relative_to_radial_velocity,IQR,none
d_relative_to_hips_angular_velocity_tail_tip_abs_IQR,d_relative_to_angular_velocity_abs,IQR,none
d_speed_tail_base_IQR,d_speed,IQR,none
d_angular_velocity_tail_base_abs_IQR,d_angular_velocity_abs,IQR,none
d_relative_to_tail_base_radial_velocity_tail_tip_IQR,d_relative_to_radial_velocity,IQR,none
d_relative_to_tail_base_angular_velocity_tail_tip_abs_IQR,d_relative_to_angular_velocity_abs,IQR,none
d_speed_midbody_IQR,d_speed,IQR,none
d_angular_velocity_midbody_abs_IQR,d_angular_velocity_abs,IQR,none
d_speed_head_tip_IQR,d_speed_head_tip,IQR,none
d_angular_velocity_head_tip_abs_IQR,d_angular_velocity_head_tip_abs,IQR,none
d_speed_tail_tip_IQR,d_speed,IQR,none
d_angular_velocity_tail_tip_abs_IQR,d_angular_velocity_abs,IQR,none
d_length_IQR,d_length,IQR,none
d_area_IQR,d_area,IQR,none
d_width_head_base_IQR,d_width,IQR,none
d_width_midbody_IQR,d_width,IQR,none
d_width_tail_base_IQR,d_width,IQR,none
d_quirkiness_IQR,d_quirkiness,IQR,none
d_major_axis_IQR,d_major_axis,IQR,none
d_minor_axis_IQR,d_minor_axis,IQR,none
d_eigen_projection_1_abs_IQR,d_eigen_projection_1_abs,IQR,none
d_eigen_projection_2_abs_IQR,d_eigen_projection_2_abs,IQR,none
d_eigen_projection_3_abs_IQR,d_eigen_projection_3_abs,IQR,none
d_eigen_projection_4_abs_IQR,d_eigen_projection_4_abs,IQR,none
d_eigen_projection_5_abs_IQR,d_eigen_projection_5_abs,IQR,none
d_eigen_projection_6_abs_IQR,d_eigen_projection_6_abs,IQR,none
d_eigen_projection_7_abs_IQR,d_eigen_projection_7_abs,IQR,none
d_curvature_head_abs_IQR,d_curvature_abs,IQR,none
d_curvature_hips_abs_IQR,d_curvature_abs,IQR,none
d_curvature_midbody_abs_IQR,d_curvature_abs,IQR,none
d_curvature_neck_abs_IQR,d_curvature_abs,IQR,none
d_curvature_tail_abs_IQR,d_curvature_abs,IQR,none
d_curvature_mean_head_abs_IQR,d_curvature_abs,IQR,none
d_curvature_mean_neck_abs_IQR,d_curvature_abs,IQR,none
d_curvature_mean_midbody_abs_IQR,d_curvature_abs,IQR,none
d_curvature_mean_hips_abs_IQR,d_curvature_abs,IQR,none
d_curvature_mean_tail_abs_IQR,d_curvature_abs,IQR,none
d_curvature_std_head_abs_IQR,d_curvature_abs,IQR,none
d_curvature_std_neck_abs_IQR,d_curvature_abs,IQR,none
d_curvature_std_midbody_abs_IQR,d_curvature_abs,IQR,none
d_curvature_std_hips_abs_IQR,d_curvature_abs,IQR,none
d_curvature_std_tail_abs_IQR,d_curvature_abs,IQR,none
d_orientation_food_edge_IQR,d_orientation_food,IQR,none
d_dist_from_food_edge_IQR,d_dist_from_food,IQR,none
d_path_curvature_body_abs_IQR,d_path_curvature_abs,IQR,none
d_path_curvature_tail_abs_IQR,d_path_curvature_abs,IQR,none
d_path_curvature_midbody_abs_IQR,d_path_curvature_abs,IQR,none
d_path_curvature_head_abs_IQR,d_path_curvature_abs,IQR,none
orientation_food_edge_in_outside_IQR,orientation_food_in,IQR,none
orientation_food_edge_in_inside_IQR,orientation_food_in,IQR,none
orientation_food_edge_in_edge_IQR,orientation_food_in,IQR,none
path_coverage_midbody,path_coverage,none,none
path_density_midbody_50th,path_density,50th,none
path_density_midbody_95th,path_density,none,none
path_transit_time_midbody_50th,path_transit_time,50th,none
path_transit_time_midbody_95th,path_transit_time,none,none
path_coverage_head,path_coverage,none,none
path_density_head_50th,path_density,50th,none
path_density_head_95th,path_density,none,none
path_transit_time_head_50th,path_transit_time,50th,none
path_transit_time_head_95th,path_transit_time,none,none
path_coverage_tail,path_coverage,none,none
path_density_tail_50th,path_density,50th,none
path_density_tail_95th,path_density,none,none
path_transit_time_tail_50th,path_transit_time,50th,none
path_transit_time_tail_95th,path_transit_time,none,none
path_coverage_body,path_coverage,none,none
path_density_body_50th,path_density,50th,none
path_density_body_95th,path_density,none,none
path_transit_time_body_50th,path_transit_time,50th,none
path_transit_time_body_95th,path_transit_time,none,none
motion_mode_backward_duration_50th,motion_mode_duration,50th,backward
motion_mode_backward_fraction,motion_mode_fraction,none,backward
motion_mode_backward_frequency,motion_mode_frequency,none,backward
motion_mode_forward_duration_50th,motion_mode_duration,50th,forward
motion_mode_forward_fraction,motion_mode_fraction,none,forward
motion_mode_forward_frequency,motion_mode_frequency,none,forward
motion_mode_paused_duration_50th,motion_mode_duration,50th,paused
motion_mode_paused_fraction,motion_mode_fraction,none,paused
motion_mode_paused_frequency,motion_mode_frequency,none,paused
turn_inter_duration_50th,turn_duration,50th,none
turn_inter_fraction,turn_fraction,none,none
turn_inter_frequency,turn_frequency,none,none
turn_intra_duration_50th,turn_duration,50th,none
turn_intra_fraction,turn_fraction,none,none
turn_intra_frequency,turn_frequency,none,none
relative_to_head_base_radial_velocity_head_tip_norm_10th,relative_to_radial_velocity_head_tip,10th,none
d_width_midbody_norm_10th,d_width,10th,none
relative_to_body_radial_velocity_tail_tip_norm_10th,relative_to_radial_velocity,10th,none
speed_tail_tip_norm_10th,speed,10th,none
relative_to_body_radial_velocity_hips_norm_10th,relative_to_radial_velocity,10th,none
d_length_norm_10th,d_length,10th,none
d_width_tail_base_norm_10th,d_width,10th,none
d_major_axis_norm_10th,d_major_axis,10th,none
d_minor_axis_norm_10th,d_minor_axis,10th,none
speed_midbody_norm_10th,speed,10th,none
speed_norm_10th,speed,10th,none
minor_axis_norm_10th,minor_axis,10th,none
head_tail_distance_norm_10th,distance,10th,none
width_midbody_norm_10th,width,10th,none
dist_from_food_edge_norm_10th,dist_from_food,10th,none
relative_to_neck_radial_velocity_head_tip_norm_10th,relative_to_radial_velocity_head_tip,10th,none
width_tail_base_norm_10th,width,10th,none
relative_to_body_radial_velocity_neck_norm_10th,relative_to_radial_velocity,10th,none
speed_head_base_norm_10th,speed,10th,none
speed_tail_base_norm_10th,speed,10th,none
relative_to_body_radial_velocity_head_tip_norm_10th,relative_to_radial_velocity_head_tip,10th,none
relative_to_hips_radial_velocity_tail_tip_norm_10th,relative_to_radial_velocity,10th,none
major_axis_norm_10th,major_axis,10th,none
d_dist_from_food_edge_norm_10th,d_dist_from_food,10th,none
relative_to_body_speed_midbody_norm_abs_10th,relative_to_speed_abs,10th,none
speed_head_tip_norm_10th,speed_head_tip,10th,none
speed_neck_norm_10th,speed,10th,none
relative_to_tail_base_radial_velocity_tail_tip_norm_10th,relative_to_radial_velocity,10th,none
speed_hips_norm_10th,speed,10th,none
d_width_head_base_norm_10th,d_width,10th,none
length_norm_10th,length,10th,none
width_head_base_norm_10th,width,10th,none
d_curvature_mean_tail_norm_abs_10th,d_curvature_abs,10th,none
curvature_hips_norm_abs_10th,curvature_abs,10th,none
d_curvature_mean_head_norm_abs_10th,d_curvature_abs,10th,none
d_curvature_std_head_norm_abs_10th,d_curvature_abs,10th,none
curvature_mean_neck_norm_abs_10th,curvature_abs,10th,none
curvature_mean_midbody_norm_abs_10th,curvature_abs,10th,none
d_curvature_std_tail_norm_abs_10th,d_curvature_abs,10th,none
d_curvature_head_norm_abs_10th,d_curvature_abs,10th,none
curvature_tail_norm_abs_10th,curvature_abs,10th,none
d_path_curvature_midbody_norm_abs_10th,d_path_curvature_abs,10th,none
d_curvature_tail_norm_abs_10th,d_curvature_abs,10th,none
d_curvature_std_hips_norm_abs_10th,d_curvature_abs,10th,none
d_curvature_std_midbody_norm_abs_10th,d_curvature_abs,10th,none
d_curvature_mean_midbody_norm_abs_10th,d_curvature_abs,10th,none
d_path_curvature_body_norm_abs_10th,d_path_curvature_abs,10th,none
curvature_std_neck_norm_abs_10th,curvature_abs,10th,none
d_curvature_std_neck_norm_abs_10th,d_curvature_abs,10th,none
path_curvature_midbody_norm_abs_10th,path_curvature_abs,10th,none
curvature_std_head_norm_abs_10th,curvature_abs,10th,none
d_curvature_hips_norm_abs_10th,d_curvature_abs,10th,none
d_curvature_mean_neck_norm_abs_10th,d_curvature_abs,10th,none
curvature_mean_head_norm_abs_10th,curvature_abs,10th,none
d_curvature_neck_norm_abs_10th,d_curvature_abs,10th,none
path_curvature_body_norm_abs_10th,path_curvature_abs,10th,none
curvature_head_norm_abs_10th,curvature_abs,10th,none
d_path_curvature_head_norm_abs_10th,d_path_curvature_abs,10th,none
path_curvature_head_norm_abs_10th,path_curvature_abs,10th,none
curvature_std_hips_norm_abs_10th,curvature_abs,10th,none
curvature_std_tail_norm_abs_10th,curvature_abs,10th,none
curvature_neck_norm_abs_10th,curvature_abs,10th,none
d_path_curvature_tail_norm_abs_10th,d_path_curvature_abs,10th,none
path_curvature_tail_norm_abs_10th,path_curvature_abs,10th,none
curvature_midbody_norm_abs_10th,curvature_abs,10th,none
curvature_std_midbody_norm_abs_10th,curvature_abs,10th,none
curvature_mean_hips_norm_abs_10th,curvature_abs,10th,none
d_curvature_midbody_norm_abs_10th,d_curvature_abs,10th,none
curvature_mean_tail_norm_abs_10th,curvature_abs,10th,none
d_curvature_mean_hips_norm_abs_10th,d_curvature_abs,10th,none
d_area_norm_10th,d_area,10th,none
area_norm_10th,area,10th,none
relative_to_head_base_radial_velocity_head_tip_norm_50th,relative_to_radial_velocity_head_tip,50th,none
d_width_midbody_norm_50th,d_width,50th,none
relative_to_body_radial_velocity_tail_tip_norm_50th,relative_to_radial_velocity,50th,none
speed_tail_tip_norm_50th,speed,50th,none
relative_to_body_radial_velocity_hips_norm_50th,relative_to_radial_velocity,50th,none
d_length_norm_50th,d_length,50th,none
d_width_tail_base_norm_50th,d_width,50th,none
d_major_axis_norm_50th,d_major_axis,50th,none
d_minor_axis_norm_50th,d_minor_axis,50th,none
speed_midbody_norm_50th,speed,50th,none
speed_norm_50th,speed,50th,none
minor_axis_norm_50th,minor_axis,50th,none
head_tail_distance_norm_50th,distance,50th,none
width_midbody_norm_50th,width,50th,none
dist_from_food_edge_norm_50th,dist_from_food,50th,none
relative_to_neck_radial_velocity_head_tip_norm_50th,relative_to_radial_velocity_head_tip,50th,none
width_tail_base_norm_50th,width,50th,none
relative_to_body_radial_velocity_neck_norm_50th,relative_to_radial_velocity,50th,none
speed_head_base_norm_50th,speed,50th,none
speed_tail_base_norm_50th,speed,50th,none
relative_to_body_radial_velocity_head_tip_norm_50th,relative_to_radial_velocity_head_tip,50th,none
relative_to_hips_radial_velocity_tail_tip_norm_50th,relative_to_radial_velocity,50th,none
major_axis_norm_50th,major_axis,50th,none
d_dist_from_food_edge_norm_50th,d_dist_from_food,50th,none
relative_to_body_speed_midbody_norm_abs_50th,relative_to_speed_abs,50th,none
speed_head_tip_norm_50th,speed_head_tip,50th,none
speed_neck_norm_50th,speed,50th,none
relative_to_tail_base_radial_velocity_tail_tip_norm_50th,relative_to_radial_velocity,50th,none
speed_hips_norm_50th,speed,50th,none
d_width_head_base_norm_50th,d_width,50th,none
length_norm_50th,length,50th,none
width_head_base_norm_50th,width,50th,none
d_curvature_mean_tail_norm_abs_50th,d_curvature_abs,50th,none
curvature_hips_norm_abs_50th,curvature_abs,50th,none
d_curvature_mean_head_norm_abs_50th,d_curvature_abs,50th,none
d_curvature_std_head_norm_abs_50th,d_curvature_abs,50th,none
curvature_mean_neck_norm_abs_50th,curvature_abs,50th,none
curvature_mean_midbody_norm_abs_50th,curvature_abs,50th,none
d_curvature_std_tail_norm_abs_50th,d_curvature_abs,50th,none
d_curvature_head_norm_abs_50th,d_curvature_abs,50th,none
curvature_tail_norm_abs_50th,curvature_abs,50th,none
d_path_curvature_midbody_norm_abs_50th,d_path_curvature_abs,50th,none
d_curvature_tail_norm_abs_50th,d_curvature_abs,50th,none
d_curvature_std_hips_norm_abs_50th,d_curvature_abs,50th,none
d_curvature_std_midbody_norm_abs_50th,d_curvature_abs,50th,none
d_curvature_mean_midbody_norm_abs_50th,d_curvature_abs,50th,none
d_path_curvature_body_norm_abs_50th,d_path_curvature_abs,50th,none
curvature_std_neck_norm_abs_50th,curvature_abs,50th,none
d_curvature_std_neck_norm_abs_50th,d_curvature_abs,50th,none
path_curvature_midbody_norm_abs_50th,path_curvature_abs,50th,none
curvature_std_head_norm_abs_50th,curvature_abs,50th,none
d_curvature_hips_norm_abs_50th,d_curvature_abs,50th,none
d_curvature_mean_neck_norm_abs_50th,d_curvature_abs,50th,none
curvature_mean_head_norm_abs_50th,curvature_abs,50th,none
d_curvature_neck_norm_abs_50th,d_curvature_abs,50th,none
path_curvature_body_norm_abs_50th,path_curvature_abs,50th,none
curvature_head_norm_abs_50th,curvature_abs,50th,none
d_path_curvature_head_norm_abs_50th,d_path_curvature_abs,50th,none
path_curvature_head_norm_abs_50th,path_curvature_abs,50th,none
curvature_std_hips_norm_abs_50th,curvature_abs,50th,none
curvature_std_tail_norm_abs_50th,curvature_abs,50th,none
curvature_neck_norm_abs_50th,curvature_abs,50th,none
d_path_curvature_tail_norm_abs_50th,d_path_curvature_abs,50th,none
path_curvature_tail_norm_abs_50th,path_curvature_abs,50th,none
curvature_midbody_norm_abs_50th,curvature_abs,50th,none
curvature_std_midbody_norm_abs_50th,curvature_abs,50th,none
curvature_mean_hips_norm_abs_50th,curvature_abs,50th,none
d_curvature_midbody_norm_abs_50th,d_curvature_abs,50th,none
curvature_mean_tail_norm_abs_50th,curvature_abs,50th,none
